FECHA DOCUMENTO;COD. CLIENTE;VALOR PAGADO;FECHA PAGO;MÉTODO DE PAGO
16012026;1224430240;1022720;16/01/2026;WALLET
16012026;1210024158;410950;16/01/2026;CONSIGNACIÓN
16012026;1200500613;282000;16/01/2026;CONSIGNACIÓN
16012026;1224017642;500500;16/01/2026;CONSIGNACIÓN
16012026;1224737853;59388;16/01/2026;WALLET
16012026;1210482650;177659;16/01/2026;WALLET
16012026;1210567263;489017;16/01/2026;WALLET
16012026;1224342748;1584100;16/01/2026;WALLET
16012026;1210356013;2725492;16/01/2026;WALLET
16012026;1210644570;270600;16/01/2026;WALLET
16012026;1224484307;496050;16/01/2026;WALLET
16012026;1202613225;546841;16/01/2026;WALLET
16012026;1224483482;59533;16/01/2026;WALLET
16012026;1224460638;319101;16/01/2026;WALLET
16012026;1224340495;226500;16/01/2026;WALLET
16012026;1224504412;476770;16/01/2026;WALLET
16012026;1224711549;964800;16/01/2026;WALLET
16012026;1210367797;1400400;16/01/2026;WALLET
16012026;1224349194;90000;16/01/2026;WALLET
16012026;1224332338;87582;16/01/2026;WALLET
16012026;1201802045;250000;16/01/2026;CONSIGNACIÓN
16012026;1224311801;829500;16/01/2026;CONSIGNACIÓN
16012026;1224266284;1275800;16/01/2026;CONSIGNACIÓN
16012026;1224573671;600756;16/01/2026;CONSIGNACIÓN
16012026;1224632933;2955171;16/01/2026;CONSIGNACIÓN
16012026;1210721493;273520;16/01/2026;CONSIGNACIÓN
16012026;1224079158;1750700;16/01/2026;CONSIGNACIÓN
16012026;1210294250;978200;16/01/2026;CONSIGNACIÓN
16012026;1224081375;197500;16/01/2026;CONSIGNACIÓN
16012026;1210690177;55824;16/01/2026;CONSIGNACIÓN
16012026;1210690177;61900;16/01/2026;CONSIGNACIÓN
16012026;1201375375;1758083;16/01/2026;WALLET
16012026;1210560582;70000;16/01/2026;WALLET
16012026;1210321507;132932;16/01/2026;WALLET
16012026;1210321507;235600;16/01/2026;WALLET
16012026;1210194319;66324;16/01/2026;WALLET
16012026;1210655410;1510972;16/01/2026;WALLET
16012026;1202610622;216500;16/01/2026;CONSIGNACIÓN
16012026;1201866770;449227;16/01/2026;CONSIGNACIÓN
16012026;1200610916;191300;16/01/2026;CONSIGNACIÓN
16012026;1201347521;367209;16/01/2026;CONSIGNACIÓN
16012026;1210579074;635700;16/01/2026;CONSIGNACIÓN
16012026;1224001100;220750;16/01/2026;CONSIGNACIÓN
16012026;1210604386;1189200;16/01/2026;TRANSFERENCIA
