FECHA DOCUMENTO;COD. CLIENTE;VALOR PAGADO;FECHA PAGO;MÉTODO DE PAGO
4022026;1210581390;320650;4/02/2026;CONSIGNACIÓN
4022026;1224395217;465000;4/02/2026;CONSIGNACIÓN
4022026;1224810193;669536;4/02/2026;CONSIGNACIÓN
4022026;1210522973;300;4/02/2026;CONSIGNACIÓN
4022026;1224101099;319860;4/02/2026;WALLET
4022026;1224128020;2677075;4/02/2026;TRANSFERENCIA
4022026;1224334469;3396345;4/02/2026;CONSIGNACIÓN
4022026;1224497905;859100;4/02/2026;CONSIGNACIÓN
4022026;1224083398;656744;4/02/2026;CONSIGNACIÓN
4022026;1205102544;50000;4/02/2026;CONSIGNACIÓN
4022026;1224252381;439700;4/02/2026;CONSIGNACIÓN
4022026;1224121560;1202250;4/02/2026;CONSIGNACIÓN
4022026;1201379867;433657;4/02/2026;CONSIGNACIÓN
4022026;1201063064;367400;4/02/2026;CONSIGNACIÓN
4022026;1201059653;563600;4/02/2026;CONSIGNACIÓN
4022026;1224438809;260332;4/02/2026;CONSIGNACIÓN
4022026;1201804252;182700;4/02/2026;CONSIGNACIÓN
4022026;1210602458;291400;4/02/2026;CONSIGNACIÓN
4022026;1224676150;4807985;4/02/2026;TRANSFERENCIA
4022026;1224174668;191000;4/02/2026;CONSIGNACIÓN
4022026;1224058693;1777500;4/02/2026;CONSIGNACIÓN
4022026;1224537255;757383;4/02/2026;CONSIGNACIÓN
4022026;1224570751;1243001;4/02/2026;CONSIGNACIÓN
4022026;1224497905;529800;4/02/2026;CONSIGNACIÓN
4022026;1224219932;336100;4/02/2026;CONSIGNACIÓN
4022026;1224458359;251361;4/02/2026;CONSIGNACIÓN
4022026;1210539627;1016998;4/02/2026;CONSIGNACIÓN
4022026;1224632152;566300;4/02/2026;TRANSFERENCIA
4022026;1200505498;785796;4/02/2026;CONSIGNACIÓN
4022026;1224030239;227136;4/02/2026;CONSIGNACIÓN
4022026;1210428029;844600;4/02/2026;CONSIGNACIÓN
4022026;1210023993;4500000;4/02/2026;CONSIGNACIÓN
4022026;1210698591;1334000;4/02/2026;CONSIGNACIÓN
4022026;1201866770;587962;4/02/2026;CONSIGNACIÓN
4022026;1224061188;1041005;4/02/2026;CONSIGNACIÓN
4022026;1224588345;169984;4/02/2026;TRANSFERENCIA
4022026;1200312771;1006300;4/02/2026;CONSIGNACIÓN
4022026;1210138838;615782;4/02/2026;CONSIGNACIÓN
4022026;1224086194;356039;4/02/2026;CONSIGNACIÓN
4022026;1210622335;298700;4/02/2026;CONSIGNACIÓN
4022026;1210274579;59300;4/02/2026;CONSIGNACIÓN
4022026;1210424431;313800;4/02/2026;CONSIGNACIÓN
4022026;1224702328;1116500;4/02/2026;CONSIGNACIÓN
4022026;1200543500;336700;4/02/2026;CONSIGNACIÓN
4022026;1224670616;234600;4/02/2026;CONSIGNACIÓN
4022026;1224327212;497500;4/02/2026;CONSIGNACIÓN
4022026;1201348333;348800;4/02/2026;CONSIGNACIÓN
4022026;1224104844;177800;4/02/2026;CONSIGNACIÓN
4022026;1210293903;1432500;4/02/2026;CONSIGNACIÓN
4022026;1210293903;3000000;4/02/2026;CONSIGNACIÓN
4022026;1210357550;394800;4/02/2026;CONSIGNACIÓN
4022026;1210622695;65600;4/02/2026;CONSIGNACIÓN
4022026;1200518507;439800;4/02/2026;CONSIGNACIÓN
4022026;1224248533;314800;4/02/2026;CONSIGNACIÓN
4022026;1201386180;125300;4/02/2026;CONSIGNACIÓN
4022026;1210419907;7235879;4/02/2026;CONSIGNACIÓN
