FECHA DOCUMENTO;COD. CLIENTE;VALOR PAGADO;FECHA PAGO;MÉTODO DE PAGO
17012026;1201002988;637900;17/01/2026;CONSIGNACIÓN
17012026;1210615268;298000;17/01/2026;CONSIGNACIÓN
17012026;1224439061;1079400;17/01/2026;CONSIGNACIÓN
17012026;1210569888;453800;17/01/2026;CONSIGNACIÓN
17012026;1205008512;230000;17/01/2026;CONSIGNACIÓN
17012026;1224400739;2783510;17/01/2026;CONSIGNACIÓN
17012026;1224073786;1860300;17/01/2026;CONSIGNACIÓN
17012026;1224029146;1740498;17/01/2026;CONSIGNACIÓN
17012026;1224567505;285033;17/01/2026;CONSIGNACIÓN
17012026;1201264756;148500;17/01/2026;CONSIGNACIÓN
17012026;1224624892;335054;17/01/2026;WALLET
17012026;1224074134;435462;17/01/2026;WALLET
17012026;1224605769;508700;17/01/2026;WALLET
17012026;1224351037;907584;17/01/2026;WALLET
17012026;1224044119;85200;17/01/2026;WALLET
17012026;1210119255;323350;17/01/2026;WALLET
17012026;1224411512;559003;17/01/2026;WALLET
17012026;1210328847;234600;17/01/2026;WALLET
17012026;1210655410;7775970;17/01/2026;WALLET
17012026;1210367797;1141100;17/01/2026;WALLET
17012026;1210039028;1907000;17/01/2026;WALLET
17012026;1224531503;322100;17/01/2026;WALLET
17012026;1210367797;736800;17/01/2026;WALLET
17012026;1224421343;402176;17/01/2026;WALLET
17012026;1224295465;405344;17/01/2026;WALLET
17012026;1210622344;71700;17/01/2026;WALLET
17012026;1210660729;57100;17/01/2026;WALLET
17012026;1202483750;376800;17/01/2026;WALLET
17012026;1201531594;283821;17/01/2026;WALLET
17012026;1210515812;241400;17/01/2026;WALLET
17012026;1201683835;555236;17/01/2026;WALLET
17012026;1210543324;97600;17/01/2026;WALLET
17012026;1210633036;45719;17/01/2026;WALLET
17012026;1224605773;773734;17/01/2026;WALLET
17012026;1224460638;893249;17/01/2026;WALLET
17012026;1201845551;129900;17/01/2026;WALLET
17012026;1224611524;51200;17/01/2026;WALLET
17012026;1224306749;3612800;17/01/2026;WALLET
17012026;1210529303;147648;17/01/2026;WALLET
17012026;1200990015;130900;17/01/2026;WALLET
17012026;1210529303;773116;17/01/2026;WALLET
17012026;1224810942;991000;17/01/2026;WALLET
17012026;1210536905;391056;17/01/2026;WALLET
17012026;1210074378;392000;17/01/2026;WALLET
17012026;1200419631;320251;17/01/2026;WALLET
17012026;1224625112;345000;17/01/2026;WALLET
17012026;1224563298;222300;17/01/2026;WALLET
17012026;1224666792;198000;17/01/2026;WALLET
17012026;1200517017;978318;17/01/2026;CONSIGNACIÓN
17012026;1224217606;113500;17/01/2026;CONSIGNACIÓN
17012026;1210589678;877935;17/01/2026;TRANSFERENCIA
17012026;1210422238;165600;17/01/2026;CONSIGNACIÓN
