FECHA DOCUMENTO;COD. CLIENTE;VALOR PAGADO;FECHA PAGO;MÉTODO DE PAGO
28012026;1200168102;1224100;28/01/2026;TRANSFERENCIA
28012026;1224628741;368400;28/01/2026;CONSIGNACIÓN
28012026;1201379867;230295;28/01/2026;CONSIGNACIÓN
28012026;1224174668;230600;28/01/2026;CONSIGNACIÓN
28012026;1224174668;321100;28/01/2026;CONSIGNACIÓN
28012026;1224174668;95200;28/01/2026;CONSIGNACIÓN
28012026;1224174668;68700;28/01/2026;CONSIGNACIÓN
28012026;1200003207;366572;28/01/2026;CONSIGNACIÓN
28012026;1200993512;491028;28/01/2026;CONSIGNACIÓN
28012026;1200993512;410800;28/01/2026;CONSIGNACIÓN
28012026;1224156751;708878;28/01/2026;CONSIGNACIÓN
28012026;1224621907;87500;28/01/2026;CONSIGNACIÓN
28012026;1210604386;1845100;28/01/2026;CONSIGNACIÓN
28012026;1210154479;299256;28/01/2026;CONSIGNACIÓN
28012026;1210363531;450200;28/01/2026;CONSIGNACIÓN
28012026;1224029021;155000;28/01/2026;CONSIGNACIÓN
28012026;1224248533;574300;28/01/2026;CONSIGNACIÓN
28012026;1224528692;640400;28/01/2026;CONSIGNACIÓN
28012026;1205100568;313223;28/01/2026;CONSIGNACIÓN
28012026;1224104844;221700;28/01/2026;CONSIGNACIÓN
28012026;1224660468;3287046;28/01/2026;TRANSFERENCIA
28012026;1224502209;226050;28/01/2026;CONSIGNACIÓN
28012026;1224574994;611400;28/01/2026;CONSIGNACIÓN
28012026;1224104393;287641;28/01/2026;CONSIGNACIÓN
28012026;1200993512;348800;28/01/2026;CONSIGNACIÓN
28012026;1210488891;577200;28/01/2026;TRANSFERENCIA
28012026;1224531967;535000;28/01/2026;CONSIGNACIÓN
28012026;1210425938;889723;28/01/2026;TRANSFERENCIA
28012026;1224236577;765800;28/01/2026;CONSIGNACIÓN
28012026;1210232115;1130473;28/01/2026;CONSIGNACIÓN
28012026;1210196936;303700;28/01/2026;CONSIGNACIÓN
28012026;1210196936;157600;28/01/2026;CONSIGNACIÓN
28012026;1210196936;28900;28/01/2026;CONSIGNACIÓN
28012026;1224058693;699200;28/01/2026;CONSIGNACIÓN
28012026;1224223937;930600;28/01/2026;CONSIGNACIÓN
28012026;1210516154;82500;28/01/2026;TRANSFERENCIA
28012026;1224501819;188063;28/01/2026;CONSIGNACIÓN
28012026;1224358753;558229;28/01/2026;CONSIGNACIÓN
28012026;1201687085;65520;28/01/2026;CONSIGNACIÓN
28012026;1201375525;505268;28/01/2026;CONSIGNACIÓN
28012026;1210424431;431000;28/01/2026;CONSIGNACIÓN
28012026;1224197278;862700;28/01/2026;CONSIGNACIÓN
28012026;1224522999;134400;28/01/2026;CONSIGNACIÓN
28012026;1224396454;5002320;28/01/2026;CONSIGNACIÓN
28012026;1205102951;84200;28/01/2026;CONSIGNACIÓN
28012026;1205102951;116045;28/01/2026;CONSIGNACIÓN
28012026;1224396454;5197722;28/01/2026;CONSIGNACIÓN
28012026;1224396454;4000000;28/01/2026;CONSIGNACIÓN
28012026;1210589678;969583;28/01/2026;CONSIGNACIÓN
28012026;1224605773;579500;28/01/2026;CONSIGNACIÓN
28012026;1224266285;1414760;28/01/2026;CONSIGNACIÓN
28012026;1224101099;663450;28/01/2026;WALLET
28012026;1224645378;604128;28/01/2026;WALLET
28012026;1224683789;483912;28/01/2026;WALLET
28012026;1224683789;255944;28/01/2026;WALLET
28012026;1224683789;590200;28/01/2026;WALLET
28012026;1224683789;1208000;28/01/2026;WALLET
28012026;1224683789;232300;28/01/2026;WALLET
28012026;1210720119;162700;28/01/2026;WALLET
28012026;1224713776;57700;28/01/2026;WALLET
28012026;1224230864;768200;28/01/2026;WALLET
28012026;1224477773;562400;28/01/2026;WALLET
28012026;1210369935;199972;28/01/2026;WALLET
28012026;1210567263;530423;28/01/2026;WALLET
28012026;1224283727;2545571;28/01/2026;WALLET
28012026;1224218391;216900;28/01/2026;WALLET
28012026;1210536905;299033;28/01/2026;WALLET
28012026;1224625112;345000;28/01/2026;WALLET
28012026;1224015311;187500;28/01/2026;WALLET
28012026;1210644432;271665;28/01/2026;WALLET
28012026;1210563832;350551;28/01/2026;WALLET
28012026;1210253473;473993;28/01/2026;WALLET
28012026;1224305732;87120;28/01/2026;WALLET
28012026;1224698181;650316;28/01/2026;WALLET
28012026;1210354520;998705;28/01/2026;WALLET
28012026;1200990015;135156;28/01/2026;WALLET
28012026;1224218391;64200;28/01/2026;WALLET
28012026;1224545526;2860618;28/01/2026;WALLET
28012026;1210337673;864000;28/01/2026;WALLET
28012026;1210160252;458600;28/01/2026;WALLET
28012026;1201274780;1732199;28/01/2026;WALLET
28012026;1210657570;4482000;28/01/2026;WALLET
28012026;1224439539;2837100;28/01/2026;WALLET
28012026;1200529010;99100;28/01/2026;CONSIGNACIÓN
28012026;1200529010;65000;28/01/2026;CONSIGNACIÓN
28012026;1224752302;798191;28/01/2026;CONSIGNACIÓN
28012026;1200518507;245000;28/01/2026;CONSIGNACIÓN
28012026;1224028937;172600;28/01/2026;CONSIGNACIÓN
28012026;1224065696;282811;28/01/2026;CONSIGNACIÓN
28012026;1224595030;1264500;28/01/2026;CONSIGNACIÓN
28012026;1224029012;751218;28/01/2026;CONSIGNACIÓN
28012026;1224421473;209700;28/01/2026;CONSIGNACIÓN
28012026;1224421473;2211319;28/01/2026;CONSIGNACIÓN
28012026;1224421473;766231;28/01/2026;CONSIGNACIÓN
28012026;1224075393;122500;28/01/2026;CONSIGNACIÓN
28012026;1224075393;110000;28/01/2026;CONSIGNACIÓN
28012026;1224292334;676179;28/01/2026;CONSIGNACIÓN
28012026;1210581390;349100;28/01/2026;CONSIGNACIÓN
28012026;1224437568;1542422;28/01/2026;CONSIGNACIÓN
28012026;1210206124;81300;28/01/2026;CONSIGNACIÓN
28012026;1224159112;1970400;28/01/2026;CONSIGNACIÓN
28012026;1224087980;124161;28/01/2026;CONSIGNACIÓN
28012026;1224437568;631099;28/01/2026;CONSIGNACIÓN
28012026;1200014272;1601373;28/01/2026;CONSIGNACIÓN
28012026;1202614929;56500;28/01/2026;CONSIGNACIÓN
28012026;1210181153;175050;28/01/2026;CONSIGNACIÓN
28012026;1210743188;362100;28/01/2026;CONSIGNACIÓN
28012026;1210274579;76300;28/01/2026;CONSIGNACIÓN
28012026;1224122463;57888;28/01/2026;CONSIGNACIÓN
28012026;1224362165;3281500;28/01/2026;CONSIGNACIÓN
28012026;1224122463;107501;28/01/2026;CONSIGNACIÓN
28012026;1224243288;225100;28/01/2026;CONSIGNACIÓN
28012026;1224042007;861553;28/01/2026;CONSIGNACIÓN
28012026;1201104651;312500;28/01/2026;CONSIGNACIÓN
28012026;1224042007;18001;28/01/2026;CONSIGNACIÓN
28012026;1224439061;1401500;28/01/2026;CONSIGNACIÓN
28012026;1224600637;407150;28/01/2026;TRANSFERENCIA
28012026;1201263700;658500;28/01/2026;CONSIGNACIÓN
28012026;1224487959;1306300;28/01/2026;CONSIGNACIÓN
28012026;1224529830;2936294;28/01/2026;WALLET
28012026;1224157982;143000;28/01/2026;WALLET
28012026;1224422651;257800;28/01/2026;WALLET
28012026;1224421918;172800;28/01/2026;WALLET
28012026;1201683835;705239;28/01/2026;WALLET
