FECHA DOCUMENTO;COD. CLIENTE;VALOR PAGADO;FECHA PAGO;MÉTODO DE PAGO
12022026;1200564516;190101;12/02/2026;WALLET
12022026;1224371727;328700;12/02/2026;WALLET
12022026;1210433476;277300;12/02/2026;CONSIGNACIÓN
12022026;1224069349;535000;12/02/2026;CONSIGNACIÓN
12022026;1224497905;535800;12/02/2026;CONSIGNACIÓN
12022026;1224124095;50000;12/02/2026;CONSIGNACIÓN
12022026;1200160612;250520;12/02/2026;CONSIGNACIÓN
12022026;1210369415;60064;12/02/2026;TRANSFERENCIA
12022026;1210369415;31280;12/02/2026;TRANSFERENCIA
12022026;1202615168;372700;12/02/2026;CONSIGNACIÓN
12022026;1224472317;264400;12/02/2026;CONSIGNACIÓN
12022026;1224028937;105100;12/02/2026;CONSIGNACIÓN
12022026;1202610726;302300;12/02/2026;CONSIGNACIÓN
12022026;1200759251;3224699;12/02/2026;CONSIGNACIÓN
12022026;1210232115;281938;12/02/2026;CONSIGNACIÓN
12022026;1210187668;4497400;12/02/2026;CONSIGNACIÓN
12022026;1210154479;289604;12/02/2026;CONSIGNACIÓN
12022026;1210232115;2340410;12/02/2026;CONSIGNACIÓN
12022026;1210369415;128362;12/02/2026;TRANSFERENCIA
12022026;1210369415;34961;12/02/2026;TRANSFERENCIA
12022026;1224127716;53569;12/02/2026;CONSIGNACIÓN
12022026;1224253400;420100;12/02/2026;CONSIGNACIÓN
12022026;1224482226;477400;12/02/2026;CONSIGNACIÓN
12022026;1224604755;194200;12/02/2026;CONSIGNACIÓN
12022026;1224604755;193200;12/02/2026;CONSIGNACIÓN
12022026;1201916695;62650;12/02/2026;CONSIGNACIÓN
12022026;1224205667;191100;12/02/2026;CONSIGNACIÓN
12022026;1224205031;518700;12/02/2026;CONSIGNACIÓN
12022026;1205001089;269866;12/02/2026;CONSIGNACIÓN
12022026;1224261829;953600;12/02/2026;CONSIGNACIÓN
12022026;1210537204;441150;12/02/2026;CONSIGNACIÓN
12022026;1224128020;3663132;12/02/2026;CONSIGNACIÓN
12022026;1224670616;124200;12/02/2026;CONSIGNACIÓN
12022026;1224642694;197600;12/02/2026;CONSIGNACIÓN
12022026;1224622471;504000;12/02/2026;CONSIGNACIÓN
12022026;1224755464;589000;12/02/2026;CONSIGNACIÓN
12022026;1200518507;278700;12/02/2026;CONSIGNACIÓN
12022026;1224660355;520200;12/02/2026;CONSIGNACIÓN
12022026;1200505498;88600;12/02/2026;CONSIGNACIÓN
12022026;1210386154;50200;12/02/2026;CONSIGNACIÓN
12022026;1224382916;170000;12/02/2026;CONSIGNACIÓN
12022026;1210462433;245100;12/02/2026;CONSIGNACIÓN
12022026;1224325201;572200;12/02/2026;TRANSFERENCIA
12022026;1224081375;197500;12/02/2026;CONSIGNACIÓN
12022026;1210604386;1957016;12/02/2026;CONSIGNACIÓN
12022026;1224540254;932000;12/02/2026;CONSIGNACIÓN
12022026;1200619645;446900;12/02/2026;CONSIGNACIÓN
12022026;1210571044;503400;12/02/2026;CONSIGNACIÓN
12022026;1224723658;297518;12/02/2026;CONSIGNACIÓN
12022026;1224057163;429800;12/02/2026;CONSIGNACIÓN
12022026;1224057163;620000;12/02/2026;CONSIGNACIÓN
12022026;1224334463;138944;12/02/2026;CONSIGNACIÓN
12022026;1224201243;1268670;12/02/2026;CONSIGNACIÓN
12022026;1224355403;508645;12/02/2026;CONSIGNACIÓN
12022026;1201264756;1661700;12/02/2026;CONSIGNACIÓN
12022026;1202251487;256701;12/02/2026;CONSIGNACIÓN
12022026;1224439061;670500;12/02/2026;CONSIGNACIÓN
12022026;1210425864;339500;12/02/2026;CONSIGNACIÓN
12022026;1201802082;516700;12/02/2026;CONSIGNACIÓN
12022026;1210206124;140100;12/02/2026;CONSIGNACIÓN
12022026;1200670242;573400;12/02/2026;CONSIGNACIÓN
12022026;1205004677;1054348;12/02/2026;CONSIGNACIÓN
12022026;1201918905;173711;12/02/2026;CONSIGNACIÓN
12022026;1205004677;176640;12/02/2026;CONSIGNACIÓN
12022026;1210640445;891600;12/02/2026;CONSIGNACIÓN
12022026;1224146385;2999000;12/02/2026;CONSIGNACIÓN
12022026;1224087196;77000;12/02/2026;CONSIGNACIÓN
12022026;1210025103;827422;12/02/2026;CONSIGNACIÓN
12022026;1210043772;242477;12/02/2026;CONSIGNACIÓN
12022026;1210611919;200000;12/02/2026;CONSIGNACIÓN
12022026;1224686304;209000;12/02/2026;CONSIGNACIÓN
12022026;1210199014;209600;12/02/2026;CONSIGNACIÓN
12022026;1224022390;539000;12/02/2026;CONSIGNACIÓN
12022026;1224176214;399900;12/02/2026;CONSIGNACIÓN
12022026;1224334471;663856;12/02/2026;CONSIGNACIÓN
12022026;1210425938;931551;12/02/2026;CONSIGNACIÓN
12022026;1210128341;787950;12/02/2026;CONSIGNACIÓN
12022026;1224489401;205000;12/02/2026;CONSIGNACIÓN
12022026;1224600637;303648;12/02/2026;TRANSFERENCIA
12022026;1210596154;170000;12/02/2026;CONSIGNACIÓN
12022026;1224152323;1349000;12/02/2026;CONSIGNACIÓN
12022026;1224672188;65000;12/02/2026;CONSIGNACIÓN
12022026;1224639404;937500;12/02/2026;CONSIGNACIÓN
12022026;1224426346;2779524;12/02/2026;WALLET
12022026;1201375375;451179;12/02/2026;WALLET
12022026;1210283375;111800;12/02/2026;WALLET
12022026;1210734984;372400;12/02/2026;WALLET
12022026;1224537118;79900;12/02/2026;WALLET
12022026;1224177505;314280;12/02/2026;WALLET
12022026;1224330233;278982;12/02/2026;WALLET
12022026;1200748676;951333;12/02/2026;WALLET
12022026;1210660729;118850;12/02/2026;WALLET
12022026;1224584890;1664500;12/02/2026;WALLET
12022026;1210458938;66200;12/02/2026;WALLET
12022026;1224685137;853290;12/02/2026;WALLET
12022026;1224584833;798500;12/02/2026;WALLET
12022026;1224788040;595188;12/02/2026;WALLET
12022026;1224776479;64000;12/02/2026;WALLET
12022026;1210572154;1729064;12/02/2026;WALLET
12022026;1210430107;1069900;12/02/2026;WALLET
12022026;1224311079;211100;12/02/2026;WALLET
12022026;1224183882;945000;12/02/2026;WALLET
12022026;1224605769;254000;12/02/2026;WALLET
12022026;1224484707;528850;12/02/2026;WALLET
12022026;1224741334;3070050;12/02/2026;CONSIGNACIÓN
12022026;1224022390;1895300;12/02/2026;CONSIGNACIÓN
12022026;1224043915;854800;12/02/2026;CONSIGNACIÓN
12022026;1224029146;832000;12/02/2026;CONSIGNACIÓN
12022026;1224019311;653400;12/02/2026;CONSIGNACIÓN
12022026;1224142148;530000;12/02/2026;CONSIGNACIÓN
12022026;1210363531;293076;12/02/2026;CONSIGNACIÓN
12022026;1210498001;225600;12/02/2026;CONSIGNACIÓN
12022026;1224145571;219910;12/02/2026;CONSIGNACIÓN
12022026;1224242031;189470;12/02/2026;CONSIGNACIÓN
12022026;1224185672;151200;12/02/2026;CONSIGNACIÓN
12022026;1224579319;140459;12/02/2026;CONSIGNACIÓN
12022026;1200529010;129330;12/02/2026;CONSIGNACIÓN
12022026;1224242031;92461;12/02/2026;CONSIGNACIÓN
12022026;1224579319;82700;12/02/2026;CONSIGNACIÓN
12022026;1224242031;59220;12/02/2026;CONSIGNACIÓN
12022026;1224485776;883969;12/02/2026;WALLET
12022026;1224566811;1337800;12/02/2026;WALLET
12022026;1224090985;989850;12/02/2026;WALLET
12022026;1202613225;456708;12/02/2026;WALLET
12022026;1202613225;1310352;12/02/2026;WALLET
12022026;1210276145;288886;12/02/2026;WALLET
12022026;1224474848;250000;12/02/2026;WALLET
12022026;1210490265;233453;12/02/2026;WALLET
12022026;1224576081;251105;12/02/2026;WALLET
12022026;1210258129;250409;12/02/2026;WALLET
12022026;1210614430;362871;12/02/2026;WALLET
12022026;1224427505;566227;12/02/2026;WALLET
12022026;1210198723;182000;12/02/2026;WALLET
12022026;1210135991;634632;12/02/2026;WALLET
12022026;1210356013;2288628;12/02/2026;WALLET
12022026;1200439625;1008696;12/02/2026;WALLET
12022026;1201399462;688044;12/02/2026;WALLET
12022026;1224040040;194200;12/02/2026;WALLET
12022026;1201750987;953539;12/02/2026;WALLET
12022026;1224736541;2641400;12/02/2026;WALLET
12022026;1224396633;356550;12/02/2026;WALLET
12022026;1202483750;488921;12/02/2026;WALLET
12022026;1210701063;344151;12/02/2026;WALLET
12022026;1224546958;128936;12/02/2026;WALLET
12022026;1224281489;808205;12/02/2026;WALLET
12022026;1224639021;95060;12/02/2026;WALLET
12022026;1224022390;17051;12/02/2026;WALLET
12022026;1224683789;569100;12/02/2026;WALLET
12022026;1224491018;1115070;12/02/2026;WALLET
12022026;1224683789;376900;12/02/2026;WALLET
12022026;1224613198;908800;12/02/2026;WALLET
12022026;1224723044;315100;12/02/2026;WALLET
12022026;1224023928;214039;12/02/2026;WALLET
12022026;1210337673;864000;12/02/2026;WALLET
12022026;1224527697;881971;12/02/2026;WALLET
12022026;1224595619;252397;12/02/2026;WALLET
12022026;1224662664;278300;12/02/2026;WALLET
