FECHA DOCUMENTO;COD. CLIENTE;VALOR PAGADO;FECHA PAGO;MÉTODO DE PAGO
3012026;1224162006;387000;3/01/2026;CONSIGNACIÓN
3012026;1200526473;483912;3/01/2026;CONSIGNACIÓN
3012026;1224067748;522000;3/01/2026;CONSIGNACIÓN
3012026;1202136365;1429911;3/01/2026;CONSIGNACIÓN
3012026;1200517017;1302480;3/01/2026;CONSIGNACIÓN
3012026;1210625375;1288002;3/01/2026;CONSIGNACIÓN
3012026;1210539627;1284496;3/01/2026;CONSIGNACIÓN
3012026;1224400739;1265158;3/01/2026;CONSIGNACIÓN
3012026;1224327521;1140200;3/01/2026;CONSIGNACIÓN
3012026;1210040098;722272;3/01/2026;CONSIGNACIÓN
3012026;1200570192;588767;3/01/2026;CONSIGNACIÓN
3012026;1210488891;525000;3/01/2026;CONSIGNACIÓN
3012026;1201905275;523050;3/01/2026;CONSIGNACIÓN
3012026;1224133121;418544;3/01/2026;CONSIGNACIÓN
3012026;1224346034;414800;3/01/2026;CONSIGNACIÓN
3012026;1201683572;389150;3/01/2026;CONSIGNACIÓN
3012026;1224376839;364200;3/01/2026;CONSIGNACIÓN
3012026;1210642644;361000;3/01/2026;CONSIGNACIÓN
3012026;1224022390;330000;3/01/2026;CONSIGNACIÓN
3012026;1224048041;293800;3/01/2026;CONSIGNACIÓN
3012026;1201802197;291100;3/01/2026;CONSIGNACIÓN
3012026;1201061524;271200;3/01/2026;CONSIGNACIÓN
3012026;1224604755;227200;3/01/2026;CONSIGNACIÓN
3012026;1224174668;199100;3/01/2026;CONSIGNACIÓN
3012026;1224477860;193900;3/01/2026;CONSIGNACIÓN
3012026;1210611919;170000;3/01/2026;CONSIGNACIÓN
3012026;1224122463;169470;3/01/2026;CONSIGNACIÓN
3012026;1224174668;141200;3/01/2026;CONSIGNACIÓN
3012026;1224104297;119000;3/01/2026;CONSIGNACIÓN
3012026;1210307562;100000;3/01/2026;CONSIGNACIÓN
3012026;1224499025;52576;3/01/2026;CONSIGNACIÓN
3012026;1224122463;50000;3/01/2026;CONSIGNACIÓN
3012026;1224484707;96700;3/01/2026;WALLET
3012026;1224242841;365754;3/01/2026;WALLET
3012026;1224628712;636700;3/01/2026;WALLET
3012026;1210620340;4455918;3/01/2026;WALLET
3012026;1224311079;82600;3/01/2026;WALLET
3012026;1224218391;294550;3/01/2026;WALLET
3012026;1224595619;203541;3/01/2026;WALLET
3012026;1210194319;520969;3/01/2026;WALLET
3012026;1224671273;395100;3/01/2026;WALLET
3012026;1201682490;113867;3/01/2026;WALLET
3012026;1224329121;195742;3/01/2026;WALLET
3012026;1202609947;1506078;3/01/2026;WALLET
3012026;1224206306;782500;3/01/2026;WALLET
3012026;1224315281;74600;3/01/2026;WALLET
3012026;1210198723;348764;3/01/2026;WALLET
3012026;1210730546;482100;3/01/2026;WALLET
3012026;1224358592;492500;3/01/2026;WALLET
3012026;1224484707;180000;3/01/2026;WALLET
3012026;1202600388;82368;3/01/2026;WALLET
3012026;1210276145;206729;3/01/2026;WALLET
3012026;1224548826;314600;3/01/2026;WALLET
3012026;1224110147;127300;3/01/2026;WALLET
3012026;1210367797;964000;3/01/2026;WALLET
3012026;1224769845;278300;3/01/2026;WALLET
3012026;1210277437;252600;3/01/2026;WALLET
3012026;1224247370;837145;3/01/2026;WALLET
3012026;1201531594;453700;3/01/2026;WALLET
3012026;1224103558;1475799;3/01/2026;WALLET
3012026;1210724779;2650041;3/01/2026;WALLET
3012026;1210237427;63350;3/01/2026;WALLET
3012026;1201375185;831500;3/01/2026;WALLET
3012026;1224648261;740145;3/01/2026;WALLET
3012026;1210614364;211600;3/01/2026;WALLET
3012026;1224385372;371300;3/01/2026;WALLET
3012026;1210515812;232550;3/01/2026;WALLET
3012026;1224635054;792800;3/01/2026;WALLET
3012026;1202483750;1104800;3/01/2026;WALLET
3012026;1224713037;175350;3/01/2026;WALLET
3012026;1224174668;181200;3/01/2026;CONSIGNACIÓN
3012026;1224174668;102400;3/01/2026;CONSIGNACIÓN
3012026;1224174668;181200;3/01/2026;CONSIGNACIÓN
3012026;1200804583;1220000;3/01/2026;CONSIGNACIÓN
3012026;1200804583;2000000;3/01/2026;CONSIGNACIÓN
3012026;1210433476;130732;3/01/2026;CONSIGNACIÓN
3012026;1210433476;488879;3/01/2026;CONSIGNACIÓN
3012026;1224595030;1117200;3/01/2026;CONSIGNACIÓN
3012026;1210434992;2615305;3/01/2026;CONSIGNACIÓN
3012026;1224574936;297372;3/01/2026;CONSIGNACIÓN
3012026;1200543500;725100;3/01/2026;CONSIGNACIÓN
3012026;1210691542;462000;3/01/2026;CONSIGNACIÓN
3012026;1210691542;135200;3/01/2026;CONSIGNACIÓN
3012026;1210168190;283200;3/01/2026;CONSIGNACIÓN
3012026;1201539881;190000;3/01/2026;CONSIGNACIÓN
3012026;1224301960;312039;3/01/2026;CONSIGNACIÓN
3012026;1210196936;373700;3/01/2026;CONSIGNACIÓN
3012026;1224214196;193000;3/01/2026;CONSIGNACIÓN
3012026;1205265658;375000;3/01/2026;CONSIGNACIÓN
3012026;1210579074;571000;3/01/2026;CONSIGNACIÓN
3012026;1210707249;140000;3/01/2026;CONSIGNACIÓN
3012026;1200529010;18400;3/01/2026;CONSIGNACIÓN
3012026;1200529010;64493;3/01/2026;CONSIGNACIÓN
3012026;1224211845;1696300;3/01/2026;CONSIGNACIÓN
3012026;1210524516;263050;3/01/2026;CONSIGNACIÓN
3012026;1210602458;234200;3/01/2026;CONSIGNACIÓN
3012026;1205001089;236400;3/01/2026;CONSIGNACIÓN
3012026;1210072821;2420600;3/01/2026;CONSIGNACIÓN
3012026;1210744083;393400;3/01/2026;CONSIGNACIÓN
3012026;1224028213;262500;3/01/2026;CONSIGNACIÓN
3012026;1224104844;164600;3/01/2026;CONSIGNACIÓN
3012026;1224219932;430200;3/01/2026;CONSIGNACIÓN
3012026;1224106565;2533005;3/01/2026;CONSIGNACIÓN
3012026;1210274579;117600;3/01/2026;CONSIGNACIÓN
3012026;1210557150;493500;3/01/2026;CONSIGNACIÓN
3012026;1210613340;709888;3/01/2026;CONSIGNACIÓN
3012026;1210613340;55000;3/01/2026;CONSIGNACIÓN
3012026;1210613340;1419776;3/01/2026;CONSIGNACIÓN
3012026;1224157463;66000;3/01/2026;CONSIGNACIÓN
3012026;1224398176;123200;3/01/2026;CONSIGNACIÓN
3012026;1224209075;1049100;3/01/2026;WALLET
3012026;1224295465;535045;3/01/2026;WALLET
3012026;1224752415;992197;3/01/2026;WALLET
3012026;1224596641;300980;3/01/2026;WALLET
3012026;1224698181;785979;3/01/2026;WALLET
3012026;1224610449;1887557;3/01/2026;WALLET
3012026;1224765762;425550;3/01/2026;WALLET
3012026;1210507105;2165700;3/01/2026;WALLET
3012026;1200748676;940774;3/01/2026;WALLET
3012026;1210005926;1013184;3/01/2026;WALLET
3012026;1224450079;111100;3/01/2026;WALLET
3012026;1224377214;2110560;3/01/2026;WALLET
3012026;1210481206;7134409;3/01/2026;WALLET
3012026;1210135249;50000;3/01/2026;CONSIGNACIÓN
3012026;1202610726;125400;3/01/2026;CONSIGNACIÓN
3012026;1224382916;188600;3/01/2026;CONSIGNACIÓN
3012026;1200512752;500400;3/01/2026;CONSIGNACIÓN
3012026;1200619645;741119;3/01/2026;CONSIGNACIÓN
3012026;1224528692;1457600;3/01/2026;CONSIGNACIÓN
3012026;1200529010;186272;3/01/2026;CONSIGNACIÓN
3012026;1224242031;550600;3/01/2026;CONSIGNACIÓN
3012026;1202263735;897007;3/01/2026;CONSIGNACIÓN
3012026;1201346424;496200;3/01/2026;CONSIGNACIÓN
3012026;1224074123;1174455;3/01/2026;CONSIGNACIÓN
3012026;1224074122;1016692;3/01/2026;CONSIGNACIÓN
3012026;1201804252;253400;3/01/2026;CONSIGNACIÓN
3012026;1201804252;199200;3/01/2026;CONSIGNACIÓN
3012026;1210469068;1559200;3/01/2026;CONSIGNACIÓN
3012026;1210532132;2420500;3/01/2026;CONSIGNACIÓN
3012026;1210447490;281000;3/01/2026;CONSIGNACIÓN
3012026;1224472956;1299000;3/01/2026;CONSIGNACIÓN
3012026;1224448567;2491012;3/01/2026;CONSIGNACIÓN
