FECHA DOCUMENTO;COD. CLIENTE;VALOR PAGADO;FECHA PAGO;MÉTODO DE PAGO
2022026;1210196936;302000;2/02/2026;CONSIGNACIÓN
2022026;1224115561;292500;2/02/2026;CONSIGNACIÓN
2022026;1210561390;198500;2/02/2026;CONSIGNACIÓN
2022026;1201918905;234669;2/02/2026;CONSIGNACIÓN
2022026;1224380437;1217900;2/02/2026;CONSIGNACIÓN
2022026;1210087416;347000;2/02/2026;CONSIGNACIÓN
2022026;1224380437;1812733;2/02/2026;CONSIGNACIÓN
2022026;1224175216;125500;2/02/2026;CONSIGNACIÓN
2022026;1200612254;865450;2/02/2026;CONSIGNACIÓN
2022026;1210537204;90000;2/02/2026;CONSIGNACIÓN
2022026;1224174668;219500;2/02/2026;CONSIGNACIÓN
2022026;1224174668;143400;2/02/2026;CONSIGNACIÓN
2022026;1224174668;75500;2/02/2026;CONSIGNACIÓN
2022026;1200619645;552528;2/02/2026;CONSIGNACIÓN
2022026;1210672886;436166;2/02/2026;CONSIGNACIÓN
2022026;1201906470;80000;2/02/2026;CONSIGNACIÓN
2022026;1224532921;1347022;2/02/2026;CONSIGNACIÓN
2022026;1210407932;293549;2/02/2026;CONSIGNACIÓN
2022026;1224665242;495000;2/02/2026;TRANSFERENCIA
2022026;1224069308;260100;2/02/2026;CONSIGNACIÓN
2022026;1224310318;196911;2/02/2026;CONSIGNACIÓN
2022026;1200548593;577100;2/02/2026;CONSIGNACIÓN
2022026;1224755464;443700;2/02/2026;CONSIGNACIÓN
2022026;1201444477;640000;2/02/2026;CONSIGNACIÓN
2022026;1224641708;565085;2/02/2026;CONSIGNACIÓN
2022026;1224028213;238000;2/02/2026;CONSIGNACIÓN
2022026;1224067748;1440500;2/02/2026;CONSIGNACIÓN
2022026;1224376839;202500;2/02/2026;CONSIGNACIÓN
2022026;1224595873;2728000;2/02/2026;CONSIGNACIÓN
2022026;1224703804;686743;2/02/2026;CONSIGNACIÓN
2022026;1224057163;510400;2/02/2026;CONSIGNACIÓN
2022026;1224057163;377900;2/02/2026;CONSIGNACIÓN
2022026;1224057163;535400;2/02/2026;CONSIGNACIÓN
2022026;1202608894;436600;2/02/2026;CONSIGNACIÓN
2022026;1224205031;66534;2/02/2026;CONSIGNACIÓN
2022026;1224492968;216334;2/02/2026;CONSIGNACIÓN
2022026;1224749461;268800;2/02/2026;CONSIGNACIÓN
2022026;1202251067;348135;2/02/2026;CONSIGNACIÓN
2022026;1224621907;101250;2/02/2026;CONSIGNACIÓN
2022026;1210691148;1318300;2/02/2026;TRANSFERENCIA
2022026;1201916695;114450;2/02/2026;CONSIGNACIÓN
2022026;1224084755;1263251;2/02/2026;CONSIGNACIÓN
2022026;1202602015;359100;2/02/2026;CONSIGNACIÓN
2022026;1210584618;1291000;2/02/2026;CONSIGNACIÓN
2022026;1210135249;45000;2/02/2026;CONSIGNACIÓN
2022026;1202602015;564900;2/02/2026;CONSIGNACIÓN
2022026;1224448776;199000;2/02/2026;CONSIGNACIÓN
2022026;1210135249;72500;2/02/2026;CONSIGNACIÓN
2022026;1210408646;75500;2/02/2026;CONSIGNACIÓN
2022026;1201535532;612024;2/02/2026;CONSIGNACIÓN
2022026;1224493608;1732199;2/02/2026;CONSIGNACIÓN
2022026;1210721493;82600;2/02/2026;CONSIGNACIÓN
2022026;1210493182;404170;2/02/2026;CONSIGNACIÓN
2022026;1224152121;2266143;2/02/2026;CONSIGNACIÓN
2022026;1210024158;231800;2/02/2026;CONSIGNACIÓN
2022026;1210024158;80351;2/02/2026;CONSIGNACIÓN
2022026;1210024158;221750;2/02/2026;CONSIGNACIÓN
2022026;1210625375;1174062;2/02/2026;CONSIGNACIÓN
2022026;1224157463;85810;2/02/2026;CONSIGNACIÓN
2022026;1224499750;193000;2/02/2026;CONSIGNACIÓN
2022026;1210543324;110500;2/02/2026;CONSIGNACIÓN
2022026;1210571044;413500;2/02/2026;CONSIGNACIÓN
2022026;1200529010;18400;2/02/2026;CONSIGNACIÓN
2022026;1202263735;646906;2/02/2026;CONSIGNACIÓN
2022026;1200529010;119200;2/02/2026;CONSIGNACIÓN
2022026;1224632152;374300;2/02/2026;TRANSFERENCIA
2022026;1224396454;1160064;2/02/2026;CONSIGNACIÓN
2022026;1201923852;103200;2/02/2026;CONSIGNACIÓN
2022026;1224327521;1089700;2/02/2026;CONSIGNACIÓN
2022026;1201920886;362650;2/02/2026;CONSIGNACIÓN
2022026;1200986505;271164;2/02/2026;CONSIGNACIÓN
2022026;1224486825;1972038;2/02/2026;CONSIGNACIÓN
2022026;1210575551;276950;2/02/2026;CONSIGNACIÓN
2022026;1224061188;967324;2/02/2026;CONSIGNACIÓN
2022026;1200723872;76600;2/02/2026;CONSIGNACIÓN
2022026;1224179252;229300;2/02/2026;CONSIGNACIÓN
2022026;1224179252;43560;2/02/2026;CONSIGNACIÓN
2022026;1224048956;783500;2/02/2026;CONSIGNACIÓN
2022026;1224346834;607150;2/02/2026;CONSIGNACIÓN
2022026;1200497221;157500;2/02/2026;CONSIGNACIÓN
2022026;1224431465;1553826;2/02/2026;CONSIGNACIÓN
2022026;1210310707;252200;2/02/2026;CONSIGNACIÓN
2022026;1210734839;201100;2/02/2026;CONSIGNACIÓN
2022026;1224315869;333400;2/02/2026;TRANSFERENCIA
2022026;1224142148;1543255;2/02/2026;CONSIGNACIÓN
2022026;1224493384;1045500;2/02/2026;TRANSFERENCIA
2022026;1224069349;1924800;2/02/2026;CONSIGNACIÓN
2022026;1224390759;568600;2/02/2026;CONSIGNACIÓN
2022026;1210040098;1087116;2/02/2026;CONSIGNACIÓN
2022026;1210206124;221335;2/02/2026;CONSIGNACIÓN
2022026;1210425938;1242012;2/02/2026;CONSIGNACIÓN
2022026;1224179252;167600;2/02/2026;CONSIGNACIÓN
2022026;1224668880;585600;2/02/2026;CONSIGNACIÓN
2022026;1224149918;661000;2/02/2026;CONSIGNACIÓN
2022026;1200804583;756400;2/02/2026;CONSIGNACIÓN
2022026;1210275162;1143700;2/02/2026;WALLET
2022026;1224074134;301390;2/02/2026;WALLET
2022026;1210620340;367959;2/02/2026;WALLET
2022026;1210529303;805224;2/02/2026;WALLET
2022026;1224086360;658756;2/02/2026;WALLET
2022026;1224236086;301532;2/02/2026;WALLET
2022026;1224580085;618800;2/02/2026;WALLET
2022026;1210360149;751500;2/02/2026;WALLET
2022026;1224527697;972860;2/02/2026;WALLET
2022026;1224517821;222821;2/02/2026;WALLET
2022026;1224635054;904200;2/02/2026;WALLET
2022026;1224698181;914054;2/02/2026;WALLET
2022026;1200034367;491400;2/02/2026;WALLET
2022026;1224634951;87100;2/02/2026;WALLET
2022026;1210253473;334400;2/02/2026;WALLET
2022026;1224211625;2673303;2/02/2026;WALLET
2022026;1210722931;1113400;2/02/2026;WALLET
2022026;1224584522;226963;2/02/2026;WALLET
2022026;1210462433;353893;2/02/2026;WALLET
2022026;1224450929;1322092;2/02/2026;WALLET
2022026;1210644570;359400;2/02/2026;WALLET
2022026;1224740072;990000;2/02/2026;WALLET
2022026;1224558687;788993;2/02/2026;WALLET
2022026;1200370768;461910;2/02/2026;WALLET
2022026;1224576081;142050;2/02/2026;WALLET
2022026;1224600009;2759299;2/02/2026;WALLET
2022026;1224236086;774924;2/02/2026;WALLET
2022026;1224000155;1043012;2/02/2026;WALLET
2022026;1224023928;143700;2/02/2026;WALLET
2022026;1224479789;96800;2/02/2026;WALLET
2022026;1224450079;314200;2/02/2026;WALLET
2022026;1200492136;1721500;2/02/2026;CONSIGNACIÓN
2022026;1205004677;1257108;2/02/2026;CONSIGNACIÓN
2022026;1224540254;1062000;2/02/2026;CONSIGNACIÓN
2022026;1210080294;961950;2/02/2026;CONSIGNACIÓN
2022026;1210498145;878933;2/02/2026;CONSIGNACIÓN
2022026;1200570192;839427;2/02/2026;CONSIGNACIÓN
2022026;1210579074;839300;2/02/2026;CONSIGNACIÓN
2022026;1210498145;835514;2/02/2026;CONSIGNACIÓN
2022026;1224331892;762400;2/02/2026;CONSIGNACIÓN
2022026;1224523947;611112;2/02/2026;CONSIGNACIÓN
2022026;1200323095;516400;2/02/2026;CONSIGNACIÓN
2022026;1224073786;498000;2/02/2026;CONSIGNACIÓN
2022026;1224249835;390500;2/02/2026;CONSIGNACIÓN
2022026;1224452321;376800;2/02/2026;CONSIGNACIÓN
2022026;1224048041;366820;2/02/2026;CONSIGNACIÓN
2022026;1201803276;340250;2/02/2026;CONSIGNACIÓN
2022026;1224086194;262956;2/02/2026;CONSIGNACIÓN
2022026;1210737917;240600;2/02/2026;CONSIGNACIÓN
2022026;1224185672;173700;2/02/2026;CONSIGNACIÓN
2022026;1224104297;156250;2/02/2026;CONSIGNACIÓN
2022026;1200505498;147600;2/02/2026;CONSIGNACIÓN
2022026;1201002089;132250;2/02/2026;CONSIGNACIÓN
2022026;1224467339;126092;2/02/2026;CONSIGNACIÓN
2022026;1201683572;120000;2/02/2026;CONSIGNACIÓN
2022026;1210544567;105100;2/02/2026;CONSIGNACIÓN
2022026;1210544567;85450;2/02/2026;CONSIGNACIÓN
2022026;1210227476;1863200;2/02/2026;WALLET
2022026;1224429482;754300;2/02/2026;WALLET
2022026;1224464296;212361;2/02/2026;WALLET
2022026;1224421484;2286300;2/02/2026;WALLET
2022026;1224774513;226900;2/02/2026;WALLET
2022026;1224532918;1414700;2/02/2026;WALLET
2022026;1224736541;3188800;2/02/2026;WALLET
2022026;1224546958;75858;2/02/2026;WALLET
2022026;1210644432;324124;2/02/2026;WALLET
2022026;1201375185;905400;2/02/2026;WALLET
2022026;1224484707;332400;2/02/2026;WALLET
2022026;1224252038;860115;2/02/2026;WALLET
2022026;1224097080;258660;2/02/2026;WALLET
2022026;1224358592;698400;2/02/2026;WALLET
2022026;1210129095;176640;2/02/2026;WALLET
2022026;1201349305;368104;2/02/2026;WALLET
2022026;1224297011;666600;2/02/2026;WALLET
2022026;1224539323;350000;2/02/2026;WALLET
2022026;1224634951;72500;2/02/2026;WALLET
2022026;1224634951;55000;2/02/2026;WALLET
2022026;1224634951;65000;2/02/2026;WALLET
2022026;1224634951;50000;2/02/2026;WALLET
2022026;1224145796;153800;2/02/2026;WALLET
2022026;1210634566;145519;2/02/2026;WALLET
2022026;1224671273;270000;2/02/2026;WALLET
2022026;1224127716;52900;2/02/2026;CONSIGNACIÓN
2022026;1224433005;1131100;2/02/2026;CONSIGNACIÓN
2022026;1224172697;234150;2/02/2026;CONSIGNACIÓN
2022026;1224576196;240000;2/02/2026;TRANSFERENCIA
2022026;1224038731;415868;2/02/2026;CONSIGNACIÓN
2022026;1224022528;2185000;2/02/2026;CONSIGNACIÓN
2022026;1210369415;109784;2/02/2026;TRANSFERENCIA
2022026;1224237379;358800;2/02/2026;CONSIGNACIÓN
2022026;1201263700;900000;2/02/2026;CONSIGNACIÓN
2022026;1200014272;162049;2/02/2026;CONSIGNACIÓN
2022026;1200014272;52400;2/02/2026;CONSIGNACIÓN
2022026;1205100568;214137;2/02/2026;CONSIGNACIÓN
2022026;1200014272;366286;2/02/2026;CONSIGNACIÓN
2022026;1200014272;548432;2/02/2026;CONSIGNACIÓN
2022026;1200014272;266942;2/02/2026;CONSIGNACIÓN
2022026;1224338802;27000;2/02/2026;CONSIGNACIÓN
2022026;1200014272;70000;2/02/2026;CONSIGNACIÓN
2022026;1224338802;27861;2/02/2026;CONSIGNACIÓN
2022026;1224338802;18000;2/02/2026;CONSIGNACIÓN
2022026;1224634951;81700;2/02/2026;WALLET
2022026;1224634951;67500;2/02/2026;WALLET
2022026;1210458938;212805;2/02/2026;WALLET
2022026;1224652352;166021;2/02/2026;WALLET
2022026;1224628712;953184;2/02/2026;WALLET
2022026;1201681885;284819;2/02/2026;WALLET
2022026;1210039028;1912200;2/02/2026;WALLET
2022026;1210039028;814000;2/02/2026;WALLET
2022026;1210655410;9563523;2/02/2026;WALLET
2022026;1210715079;934700;2/02/2026;WALLET
2022026;1224576081;269551;2/02/2026;WALLET
2022026;1224538842;670600;2/02/2026;WALLET
2022026;1224666792;1340000;2/02/2026;WALLET
2022026;1210701063;346701;2/02/2026;WALLET
2022026;1210701063;299485;2/02/2026;WALLET
2022026;1224756982;306640;2/02/2026;WALLET
2022026;1224565004;840888;2/02/2026;WALLET
2022026;1224732188;187500;2/02/2026;WALLET
2022026;1224762831;284956;2/02/2026;WALLET
2022026;1224064213;293952;2/02/2026;WALLET
2022026;1224776479;2893366;2/02/2026;WALLET
